problem_idx,description,type,gold,question,question_orig,options,solved
206,JEE Adv 2023 Paper 1,MCQ(multiple),BCD,"Let $f:[0,1] \rightarrow[0,1]$ be the function defined by $f(x)=\frac{x^{3}}{3}-x^{2}+\frac{5}{9} x+\frac{17}{36}$. Consider the square region $S=[0,1] \times[0,1]$. Let $G=\{(x, y) \in S: y>f(x)\}$ be called the green region and $R=\{(x, y) \in S: y<f(x)\}$ be called the red region. Let $L_{h}=\{(x, h) \in S: x \in[0,1]\}$ be the horizontal line drawn at a height $h \in[0,1]$. Then which of the following statements is(are) true?","Let $f:[0,1] \rightarrow[0,1]$ be the function defined by $f(x)=\frac{x^{3}}{3}-x^{2}+\frac{5}{9} x+\frac{17}{36}$. Consider the square region $S=[0,1] \times[0,1]$. Let $G=\{(x, y) \in S: y>f(x)\}$ be called the green region and $R=\{(x, y) \in S: y<f(x)\}$ be called the red region. Let $L_{h}=\{(x, h) \in S: x \in[0,1]\}$ be the horizontal line drawn at a height $h \in[0,1]$. Then which of the following statements is(are) true?



(A) There exists an $h \in\left[\frac{1}{4}, \frac{2}{3}\right]$ such that the area of the green region above the line $L_{h}$ equals the area of the green region below the line $L_{h}$



(B) There exists an $h \in\left[\frac{1}{4}, \frac{2}{3}\right]$ such that the area of the red region above the line $L_{h}$ equals the area of the red region below the line $L_{h}$



(C) There exists an $h \in\left[\frac{1}{4}, \frac{2}{3}\right]$ such that the area of the green region above the line $L_{h}$ equals the area of the red region below the line $L_{h}$



(D) There exists an $h \in\left[\frac{1}{4}, \frac{2}{3}\right]$ such that the area of the red region above the line $L_{h}$ equals the area of the green region below the line $L_{h}$","{""A"": ""There exists an $h \\in\\left[\\frac{1}{4}, \\frac{2}{3}\\right]$ such that the area of the green region above the line $L_{h}$ equals the area of the green region below the line $L_{h}$"", ""B"": ""There exists an $h \\in\\left[\\frac{1}{4}, \\frac{2}{3}\\right]$ such that the area of the red region above the line $L_{h}$ equals the area of the red region below the line $L_{h}$"", ""C"": ""There exists an $h \\in\\left[\\frac{1}{4}, \\frac{2}{3}\\right]$ such that the area of the green region above the line $L_{h}$ equals the area of the red region below the line $L_{h}$"", ""D"": ""There exists an $h \\in\\left[\\frac{1}{4}, \\frac{2}{3}\\right]$ such that the area of the red region above the line $L_{h}$ equals the area of the green region below the line $L_{h}$""}",no
207,JEE Adv 2023 Paper 1,MCQ,C,"Let $f:(0,1) \rightarrow \mathbb{R}$ be the function defined as $f(x)=\sqrt{n}$ if $x \in\left[\frac{1}{n+1}, \frac{1}{n}\right)$ where $n \in \mathbb{N}$. Let $g:(0,1) \rightarrow \mathbb{R}$ be a function such that $\int_{x^{2}}^{x} \sqrt{\frac{1-t}{t}} d t<g(x)<2 \sqrt{x}$ for all $x \in(0,1)$. Then $\lim _{x \rightarrow 0} f(x) g(x)$","Let $f:(0,1) \rightarrow \mathbb{R}$ be the function defined as $f(x)=\sqrt{n}$ if $x \in\left[\frac{1}{n+1}, \frac{1}{n}\right)$ where $n \in \mathbb{N}$. Let $g:(0,1) \rightarrow \mathbb{R}$ be a function such that $\int_{x^{2}}^{x} \sqrt{\frac{1-t}{t}} d t<g(x)<2 \sqrt{x}$ for all $x \in(0,1)$. Then $\lim _{x \rightarrow 0} f(x) g(x)$



(A) does NOT exist



(B) is equal to 1



(C) is equal to 2



(D) is equal to 3","{""A"": ""does NOT exist"", ""B"": ""is equal to 1"", ""C"": ""is equal to 2"", ""D"": ""is equal to 3""}",no
208,JEE Adv 2023 Paper 1,MCQ,A,"Let $Q$ be the cube with the set of vertices $\left\{\left(x_{1}, x_{2}, x_{3}\right) \in \mathbb{R}^{3}: x_{1}, x_{2}, x_{3} \in\{0,1\}\right\}$. Let $F$ be the set of all twelve lines containing the diagonals of the six faces of the cube $Q$. Let $S$ be the set of all four lines containing the main diagonals of the cube $Q$; for instance, the line passing through the vertices $(0,0,0)$ and $(1,1,1)$ is in $S$. For lines $\ell_{1}$ and $\ell_{2}$, let $d\left(\ell_{1}, \ell_{2}\right)$ denote the shortest distance between them. Then the maximum value of $d\left(\ell_{1}, \ell_{2}\right)$, as $\ell_{1}$ varies over $F$ and $\ell_{2}$ varies over $S$, is","Let $Q$ be the cube with the set of vertices $\left\{\left(x_{1}, x_{2}, x_{3}\right) \in \mathbb{R}^{3}: x_{1}, x_{2}, x_{3} \in\{0,1\}\right\}$. Let $F$ be the set of all twelve lines containing the diagonals of the six faces of the cube $Q$. Let $S$ be the set of all four lines containing the main diagonals of the cube $Q$; for instance, the line passing through the vertices $(0,0,0)$ and $(1,1,1)$ is in $S$. For lines $\ell_{1}$ and $\ell_{2}$, let $d\left(\ell_{1}, \ell_{2}\right)$ denote the shortest distance between them. Then the maximum value of $d\left(\ell_{1}, \ell_{2}\right)$, as $\ell_{1}$ varies over $F$ and $\ell_{2}$ varies over $S$, is



(A) $\frac{1}{\sqrt{6}}$



(B) $\frac{1}{\sqrt{8}}$



(C) $\frac{1}{\sqrt{3}}$



(D) $\frac{1}{\sqrt{12}}$","{""A"": ""$\\frac{1}{\\sqrt{6}}$"", ""B"": ""$\\frac{1}{\\sqrt{8}}$"", ""C"": ""$\\frac{1}{\\sqrt{3}}$"", ""D"": ""$\\frac{1}{\\sqrt{12}}$""}",no
209,JEE Adv 2023 Paper 1,MCQ,B,"Let $X=\left\{(x, y) \in \mathbb{Z} \times \mathbb{Z}: \frac{x^{2}}{8}+\frac{y^{2}}{20}<1\right.$ and $\left.y^{2}<5 x\right\}$. Three distinct points $P, Q$ and $R$ are randomly chosen from $X$. Then the probability that $P, Q$ and $R$ form a triangle whose area is a positive integer, is","Let $X=\left\{(x, y) \in \mathbb{Z} \times \mathbb{Z}: \frac{x^{2}}{8}+\frac{y^{2}}{20}<1\right.$ and $\left.y^{2}<5 x\right\}$. Three distinct points $P, Q$ and $R$ are randomly chosen from $X$. Then the probability that $P, Q$ and $R$ form a triangle whose area is a positive integer, is

(A) $\frac{71}{220}$



(B) $\frac{73}{220}$



(C) $\frac{79}{220}$



(D) $\frac{83}{220}$","{""A"": ""$\\frac{71}{220}$"", ""B"": ""$\\frac{73}{220}$"", ""C"": ""$\\frac{79}{220}$"", ""D"": ""$\\frac{83}{220}$""}",no
210,JEE Adv 2023 Paper 1,MCQ,A,"Let $P$ be a point on the parabola $y^{2}=4 a x$, where $a>0$. The normal to the parabola at $P$ meets the $x$-axis at a point $Q$. The area of the triangle $P F Q$, where $F$ is the focus of the parabola, is 120 . If the slope $m$ of the normal and $a$ are both positive integers, then the pair $(a, m)$ is","Let $P$ be a point on the parabola $y^{2}=4 a x$, where $a>0$. The normal to the parabola at $P$ meets the $x$-axis at a point $Q$. The area of the triangle $P F Q$, where $F$ is the focus of the parabola, is 120 . If the slope $m$ of the normal and $a$ are both positive integers, then the pair $(a, m)$ is

(A) $(2,3)$



(B) $(1,3)$



(C) $(2,4)$



(D) $(3,4)$","{""A"": ""$(2,3)$"", ""B"": ""$(1,3)$"", ""C"": ""$(2,4)$"", ""D"": ""$(3,4)$""}",no
211,JEE Adv 2023 Paper 1,Integer,3,"Let $\tan ^{-1}(x) \in\left(-\frac{\pi}{2}, \frac{\pi}{2}\right)$, for $x \in \mathbb{R}$. Then what is the number of real solutions of the equation



$\sqrt{1+\cos (2 x)}=\sqrt{2} \tan ^{-1}(\tan x)$ in the set $\left(-\frac{3 \pi}{2},-\frac{\pi}{2}\right) \cup\left(-\frac{\pi}{2}, \frac{\pi}{2}\right) \cup\left(\frac{\pi}{2}, \frac{3 \pi}{2}\right)$?","Let $\tan ^{-1}(x) \in\left(-\frac{\pi}{2}, \frac{\pi}{2}\right)$, for $x \in \mathbb{R}$. Then what is the number of real solutions of the equation



$\sqrt{1+\cos (2 x)}=\sqrt{2} \tan ^{-1}(\tan x)$ in the set $\left(-\frac{3 \pi}{2},-\frac{\pi}{2}\right) \cup\left(-\frac{\pi}{2}, \frac{\pi}{2}\right) \cup\left(\frac{\pi}{2}, \frac{3 \pi}{2}\right)$?",,no
212,JEE Adv 2023 Paper 1,Integer,8,"Let $n \geq 2$ be a natural number and $f:[0,1] \rightarrow \mathbb{R}$ be the function defined by



$$

f(x)= \begin{cases}n(1-2 n x) & \text { if } 0 \leq x \leq \frac{1}{2 n} \\ 2 n(2 n x-1) & \text { if } \frac{1}{2 n} \leq x \leq \frac{3}{4 n} \\ 4 n(1-n x) & \text { if } \frac{3}{4 n} \leq x \leq \frac{1}{n} \\ \frac{n}{n-1}(n x-1) & \text { if } \frac{1}{n} \leq x \leq 1\end{cases}

$$



If $n$ is such that the area of the region bounded by the curves $x=0, x=1, y=0$ and $y=f(x)$ is 4 , then what is the maximum value of the function $f$?","Let $n \geq 2$ be a natural number and $f:[0,1] \rightarrow \mathbb{R}$ be the function defined by



$$

f(x)= \begin{cases}n(1-2 n x) & \text { if } 0 \leq x \leq \frac{1}{2 n} \\ 2 n(2 n x-1) & \text { if } \frac{1}{2 n} \leq x \leq \frac{3}{4 n} \\ 4 n(1-n x) & \text { if } \frac{3}{4 n} \leq x \leq \frac{1}{n} \\ \frac{n}{n-1}(n x-1) & \text { if } \frac{1}{n} \leq x \leq 1\end{cases}

$$



If $n$ is such that the area of the region bounded by the curves $x=0, x=1, y=0$ and $y=f(x)$ is 4 , then what is the maximum value of the function $f$?",,no
213,JEE Adv 2023 Paper 1,Integer,1219,"Let $7 \overbrace{5 \cdots 5}^{r} 7$ denote the $(r+2)$ digit number where the first and the last digits are 7 and the remaining $r$ digits are 5 . Consider the sum $S=77+757+7557+\cdots+7 \overbrace{5 \cdots 5}^{98}7$. If $S=\frac{7 \overbrace{5 \cdots 5}^{99}7+m}{n}$, where $m$ and $n$ are natural numbers less than 3000 , then what is the value of $m+n$?","Let $7 \overbrace{5 \cdots 5}^{r} 7$ denote the $(r+2)$ digit number where the first and the last digits are 7 and the remaining $r$ digits are 5 . Consider the sum $S=77+757+7557+\cdots+7 \overbrace{5 \cdots 5}^{98}7$. If $S=\frac{7 \overbrace{5 \cdots 5}^{99}7+m}{n}$, where $m$ and $n$ are natural numbers less than 3000 , then what is the value of $m+n$?",,no
214,JEE Adv 2023 Paper 1,Integer,281,"Let $A=\left\{\frac{1967+1686 i \sin \theta}{7-3 i \cos \theta}: \theta \in \mathbb{R}\right\}$. If $A$ contains exactly one positive integer $n$, then what is the value of $n$?","Let $A=\left\{\frac{1967+1686 i \sin \theta}{7-3 i \cos \theta}: \theta \in \mathbb{R}\right\}$. If $A$ contains exactly one positive integer $n$, then what is the value of $n$?",,no
215,JEE Adv 2023 Paper 1,Integer,45,"Let $P$ be the plane $\sqrt{3} x+2 y+3 z=16$ and let $S=\left\{\alpha \hat{i}+\beta \hat{j}+\gamma \hat{k}: \alpha^{2}+\beta^{2}+\gamma^{2}=1\right.$ and the distance of $(\alpha, \beta, \gamma)$ from the plane $P$ is $\left.\frac{7}{2}\right\}$. Let $\vec{u}, \vec{v}$ and $\vec{w}$ be three distinct vectors in $S$ such that $|\vec{u}-\vec{v}|=|\vec{v}-\vec{w}|=|\vec{w}-\vec{u}|$. Let $V$ be the volume of the parallelepiped determined by vectors $\vec{u}, \vec{v}$ and $\vec{w}$. Then what is the value of $\frac{80}{\sqrt{3}} V$?","Let $P$ be the plane $\sqrt{3} x+2 y+3 z=16$ and let $S=\left\{\alpha \hat{i}+\beta \hat{j}+\gamma \hat{k}: \alpha^{2}+\beta^{2}+\gamma^{2}=1\right.$ and the distance of $(\alpha, \beta, \gamma)$ from the plane $P$ is $\left.\frac{7}{2}\right\}$. Let $\vec{u}, \vec{v}$ and $\vec{w}$ be three distinct vectors in $S$ such that $|\vec{u}-\vec{v}|=|\vec{v}-\vec{w}|=|\vec{w}-\vec{u}|$. Let $V$ be the volume of the parallelepiped determined by vectors $\vec{u}, \vec{v}$ and $\vec{w}$. Then what is the value of $\frac{80}{\sqrt{3}} V$?",,no
216,JEE Adv 2023 Paper 1,Integer,3,"Let $a$ and $b$ be two nonzero real numbers. If the coefficient of $x^{5}$ in the expansion of $\left(a x^{2}+\frac{70}{27 b x}\right)^{4}$ is equal to the coefficient of $x^{-5}$ in the expansion of $\left(a x-\frac{1}{b x^{2}}\right)^{7}$, then the value of $2 b$ is","Let $a$ and $b$ be two nonzero real numbers. If the coefficient of $x^{5}$ in the expansion of $\left(a x^{2}+\frac{70}{27 b x}\right)^{4}$ is equal to the coefficient of $x^{-5}$ in the expansion of $\left(a x-\frac{1}{b x^{2}}\right)^{7}$, then the value of $2 b$ is",,no
217,JEE Adv 2023 Paper 1,MCQ,A,"Let $\alpha, \beta$ and $\gamma$ be real numbers. Consider the following system of linear equations 



$x+2 y+z=7$



$x+\alpha z=11$



$2 x-3 y+\beta z=\gamma$



Match each entry in List-I to the correct entries in List-II.



\textbf{List-I}



(P) If $\beta=\frac{1}{2}(7 \alpha-3)$ and $\gamma=28$, then the system has



(Q) If $\beta=\frac{1}{2}(7 \alpha-3)$ and $\gamma \neq 28$, then the system has



(R) If $\beta \neq \frac{1}{2}(7 \alpha-3)$ where $\alpha=1$ and $\gamma \neq 28$, then the system has



(S) If $\beta \neq \frac{1}{2}(7 \alpha-3)$ where $\alpha=1$ and $\gamma = 28$, then the system has





\textbf{List-II}



(1) a unique solution



(2) no solution



(3) infinitely many solutions



(4) $x=11, y=-2$ and $z=0$ as a solution



(5) $x=-15, y=4$ and $z=0$ as a solution



The correct option is:","Let $\alpha, \beta$ and $\gamma$ be real numbers. Consider the following system of linear equations 



$x+2 y+z=7$



$x+\alpha z=11$



$2 x-3 y+\beta z=\gamma$



Match each entry in List-I to the correct entries in List-II.



\textbf{List-I}



(P) If $\beta=\frac{1}{2}(7 \alpha-3)$ and $\gamma=28$, then the system has



(Q) If $\beta=\frac{1}{2}(7 \alpha-3)$ and $\gamma \neq 28$, then the system has



(R) If $\beta \neq \frac{1}{2}(7 \alpha-3)$ where $\alpha=1$ and $\gamma \neq 28$, then the system has



(S) If $\beta \neq \frac{1}{2}(7 \alpha-3)$ where $\alpha=1$ and $\gamma = 28$, then the system has





\textbf{List-II}



(1) a unique solution



(2) no solution



(3) infinitely many solutions



(4) $x=11, y=-2$ and $z=0$ as a solution



(5) $x=-15, y=4$ and $z=0$ as a solution



The correct option is:



(A) $(P) \rightarrow(3) \quad(Q) \rightarrow(2) \quad(R) \rightarrow(1) \quad(S) \rightarrow(4)$



(B) $(P) \rightarrow(3) \quad(Q) \rightarrow(2) \quad(R) \rightarrow(5) \quad(S) \rightarrow(4)$



(C) $(P) \rightarrow(2) \quad(Q) \rightarrow(1) \quad(R) \rightarrow(4) \quad(S) \rightarrow(5)$



(D) $(P) \rightarrow(2) \quad(Q) \rightarrow(1) \quad(R) \rightarrow(1) \quad$ (S) $\rightarrow$ (3)","{""A"": ""$(P) \\rightarrow(3) \\quad(Q) \\rightarrow(2) \\quad(R) \\rightarrow(1) \\quad(S) \\rightarrow(4)$"", ""B"": ""$(P) \\rightarrow(3) \\quad(Q) \\rightarrow(2) \\quad(R) \\rightarrow(5) \\quad(S) \\rightarrow(4)$"", ""C"": ""$(P) \\rightarrow(2) \\quad(Q) \\rightarrow(1) \\quad(R) \\rightarrow(4) \\quad(S) \\rightarrow(5)$"", ""D"": ""$(P) \\rightarrow(2) \\quad(Q) \\rightarrow(1) \\quad(R) \\rightarrow(1) \\quad$ (S) $\\rightarrow$ (3)""}",no
218,JEE Adv 2023 Paper 1,MCQ,A,"Consider the given data with frequency distribution



$$

\begin{array}{ccccccc}

x_{i} & 3 & 8 & 11 & 10 & 5 & 4 \\

f_{i} & 5 & 2 & 3 & 2 & 4 & 4

\end{array}

$$



Match each entry in List-I to the correct entries in List-II.



\textbf{List-I}



(P) The mean of the above data is



(Q) The median of the above data is



(R) The mean deviation about the mean of the above data is



(S) The mean deviation about the median of the above data is



\textbf{List-II}



(1) 2.5



(2) 5



(3) 6



(4) 2.7



(5) 2.4



The correct option is:","Consider the given data with frequency distribution



$$

\begin{array}{ccccccc}

x_{i} & 3 & 8 & 11 & 10 & 5 & 4 \\

f_{i} & 5 & 2 & 3 & 2 & 4 & 4

\end{array}

$$



Match each entry in List-I to the correct entries in List-II.



\textbf{List-I}



(P) The mean of the above data is



(Q) The median of the above data is



(R) The mean deviation about the mean of the above data is



(S) The mean deviation about the median of the above data is



\textbf{List-II}



(1) 2.5



(2) 5



(3) 6



(4) 2.7



(5) 2.4



The correct option is:



(A) $(P) \rightarrow(3) \quad$ (Q) $\rightarrow$ (2) $\quad$ (R) $\rightarrow$ (4) $\quad$ (S) $\rightarrow$ (5)



(B) $(P) \rightarrow(3) \quad(Q) \rightarrow(2) \quad(R) \rightarrow(1) \quad(S) \rightarrow(5)$



(C) $(P) \rightarrow(2) \quad(Q) \rightarrow(3) \quad(R) \rightarrow(4) \quad(S) \rightarrow(1)$



(D) $(P) \rightarrow$ (3) $\quad$ (Q) $\rightarrow$ (3) $\quad$ (R) $\rightarrow$ (5) $\quad$ (S) $\rightarrow$ (5)","{""A"": ""$(P) \\rightarrow(3) \\quad$ (Q) $\\rightarrow$ (2) $\\quad$ (R) $\\rightarrow$ (4) $\\quad$ (S) $\\rightarrow$ (5)"", ""B"": ""$(P) \\rightarrow(3) \\quad(Q) \\rightarrow(2) \\quad(R) \\rightarrow(1) \\quad(S) \\rightarrow(5)$"", ""C"": ""$(P) \\rightarrow(2) \\quad(Q) \\rightarrow(3) \\quad(R) \\rightarrow(4) \\quad(S) \\rightarrow(1)$"", ""D"": ""$(P) \\rightarrow$ (3) $\\quad$ (Q) $\\rightarrow$ (3) $\\quad$ (R) $\\rightarrow$ (5) $\\quad$ (S) $\\rightarrow$ (5)""}",no
219,JEE Adv 2023 Paper 1,MCQ,B,"Let $\ell_{1}$ and $\ell_{2}$ be the lines $\vec{r}_{1}=\lambda(\hat{i}+\hat{j}+\hat{k})$ and $\vec{r}_{2}=(\hat{j}-\hat{k})+\mu(\hat{i}+\hat{k})$, respectively. Let $X$ be the set of all the planes $H$ that contain the line $\ell_{1}$. For a plane $H$, let $d(H)$ denote the smallest possible distance between the points of $\ell_{2}$ and $H$. Let $H_{0}$ be a plane in $X$ for which $d\left(H_{0}\right)$ is the maximum value of $d(H)$ as $H$ varies over all planes in $X$.



Match each entry in List-I to the correct entries in List-II.



\textbf{List-I}



(P) The value of $d\left(H_{0}\right)$ is



(Q) The distance of the point $(0,1,2)$ from $H_{0}$ is



(R) The distance of origin from $H_{0}$ is



(S) The distance of origin from the point of intersection of planes $y=z, x=1$ and $H_{0}$ is



\textbf{List-II}



(1) $\sqrt{3}$



(2) $\frac{1}{\sqrt{3}}$



(3) 0



(4) $\sqrt{2}$



(5) $\frac{1}{\sqrt{2}}$



The correct option is:","Let $\ell_{1}$ and $\ell_{2}$ be the lines $\vec{r}_{1}=\lambda(\hat{i}+\hat{j}+\hat{k})$ and $\vec{r}_{2}=(\hat{j}-\hat{k})+\mu(\hat{i}+\hat{k})$, respectively. Let $X$ be the set of all the planes $H$ that contain the line $\ell_{1}$. For a plane $H$, let $d(H)$ denote the smallest possible distance between the points of $\ell_{2}$ and $H$. Let $H_{0}$ be a plane in $X$ for which $d\left(H_{0}\right)$ is the maximum value of $d(H)$ as $H$ varies over all planes in $X$.



Match each entry in List-I to the correct entries in List-II.



\textbf{List-I}



(P) The value of $d\left(H_{0}\right)$ is



(Q) The distance of the point $(0,1,2)$ from $H_{0}$ is



(R) The distance of origin from $H_{0}$ is



(S) The distance of origin from the point of intersection of planes $y=z, x=1$ and $H_{0}$ is



\textbf{List-II}



(1) $\sqrt{3}$



(2) $\frac{1}{\sqrt{3}}$



(3) 0



(4) $\sqrt{2}$



(5) $\frac{1}{\sqrt{2}}$



The correct option is:



(A) $(P) \rightarrow(2) \quad(Q) \rightarrow(4) \quad(R) \rightarrow(5) \quad(S) \rightarrow(1)$



(B) $(P) \rightarrow(5) \quad(Q) \rightarrow(4) \quad(R) \rightarrow(3) \quad(S) \rightarrow$ (1)



(C) $(P) \rightarrow(2) \quad(Q) \rightarrow(1) \quad(R) \rightarrow(3) \quad(S) \rightarrow$ (2)



(D) $(P) \rightarrow(5) \quad(Q) \rightarrow(1) \quad(R) \rightarrow(4) \quad(S) \rightarrow(2)$","{""A"": ""$(P) \\rightarrow(2) \\quad(Q) \\rightarrow(4) \\quad(R) \\rightarrow(5) \\quad(S) \\rightarrow(1)$"", ""B"": ""$(P) \\rightarrow(5) \\quad(Q) \\rightarrow(4) \\quad(R) \\rightarrow(3) \\quad(S) \\rightarrow$ (1)"", ""C"": ""$(P) \\rightarrow(2) \\quad(Q) \\rightarrow(1) \\quad(R) \\rightarrow(3) \\quad(S) \\rightarrow$ (2)"", ""D"": ""$(P) \\rightarrow(5) \\quad(Q) \\rightarrow(1) \\quad(R) \\rightarrow(4) \\quad(S) \\rightarrow(2)$""}",no
220,JEE Adv 2023 Paper 1,MCQ,B,"Let $z$ be a complex number satisfying $|z|^{3}+2 z^{2}+4 \bar{z}-8=0$, where $\bar{z}$ denotes the complex conjugate of $z$. Let the imaginary part of $z$ be nonzero.



Match each entry in List-I to the correct entries in List-II.



\textbf{List-I}



(P) $|z|^{2}$ is equal to



(Q) $|Z-\bar{Z}|^{2}$ is equal to



(R) $|Z|^{2}+|Z+\bar{Z}|^{2}$ is equal to



(S) $|z+1|^{2}$ is equal to



\textbf{List-II}



(1) 12



(2) 4



(3) 8



(4) 10



(5) 7



The correct option is:","Let $z$ be a complex number satisfying $|z|^{3}+2 z^{2}+4 \bar{z}-8=0$, where $\bar{z}$ denotes the complex conjugate of $z$. Let the imaginary part of $z$ be nonzero.



Match each entry in List-I to the correct entries in List-II.



\textbf{List-I}



(P) $|z|^{2}$ is equal to



(Q) $|Z-\bar{Z}|^{2}$ is equal to



(R) $|Z|^{2}+|Z+\bar{Z}|^{2}$ is equal to



(S) $|z+1|^{2}$ is equal to



\textbf{List-II}



(1) 12



(2) 4



(3) 8



(4) 10



(5) 7



The correct option is:



(A)$(P) \rightarrow(1) \quad(Q) \rightarrow(3) \quad(R) \rightarrow(5) \quad(S) \rightarrow$ (4)



(B) $(P) \rightarrow(2) \quad(Q) \rightarrow(1) \quad(R) \rightarrow(3) \quad(S) \rightarrow(5)$



(C) $(P) \rightarrow(2) \quad(Q) \rightarrow(4) \quad(R) \rightarrow(5) \quad(S) \rightarrow(1)$



(D) $(P) \rightarrow(2) \quad(Q) \rightarrow(3) \quad(R) \rightarrow(5) \quad(S) \rightarrow(4)$","{""A"": ""$(P) \\rightarrow(1) \\quad(Q) \\rightarrow(3) \\quad(R) \\rightarrow(5) \\quad(S) \\rightarrow$ (4)"", ""B"": ""$(P) \\rightarrow(2) \\quad(Q) \\rightarrow(1) \\quad(R) \\rightarrow(3) \\quad(S) \\rightarrow(5)$"", ""C"": ""$(P) \\rightarrow(2) \\quad(Q) \\rightarrow(4) \\quad(R) \\rightarrow(5) \\quad(S) \\rightarrow(1)$"", ""D"": ""$(P) \\rightarrow(2) \\quad(Q) \\rightarrow(3) \\quad(R) \\rightarrow(5) \\quad(S) \\rightarrow(4)$""}",no
221,JEE Adv 2023 Paper 2,MCQ,C,"Let $f:[1, \infty) \rightarrow \mathbb{R}$ be a differentiable function such that $f(1)=\frac{1}{3}$ and $3 \int_{1}^{x} f(t) d t=x f(x)-\frac{x^{3}}{3}, x \in[1, \infty)$. Let $e$ denote the base of the natural logarithm. Then the value of $f(e)$ is","Let $f:[1, \infty) \rightarrow \mathbb{R}$ be a differentiable function such that $f(1)=\frac{1}{3}$ and $3 \int_{1}^{x} f(t) d t=x f(x)-\frac{x^{3}}{3}, x \in[1, \infty)$. Let $e$ denote the base of the natural logarithm. Then the value of $f(e)$ is



(A) $\frac{e^{2}+4}{3}$



(B) $\frac{\log _{e} 4+e}{3}$



(C) $\frac{4 e^{2}}{3}$



(D) $\frac{e^{2}-4}{3}$","{""A"": ""$\\frac{e^{2}+4}{3}$"", ""B"": ""$\\frac{\\log _{e} 4+e}{3}$"", ""C"": ""$\\frac{4 e^{2}}{3}$"", ""D"": ""$\\frac{e^{2}-4}{3}$""}",no
